house_id,SquareFeet,Bedrooms,Bathrooms
house-1246,1805,3,3
house-1247,1738,3,1
house-1248,2906,5,3
house-1249,2038,5,3
house-1250,2215,3,1
house-1251,2654,4,1
house-1252,1484,3,3
house-1253,1027,5,2
house-1254,1713,5,3
house-1255,2062,4,1
house-1256,2976,3,3
house-1257,2296,3,3
house-1258,2254,2,2
house-1259,1085,3,3
house-1260,2497,4,3
house-1261,1125,5,1
house-1262,1811,2,2
house-1263,1536,4,3
house-1264,1144,4,3
house-1265,2548,2,1
house-1266,2235,3,1
house-1268,2603,4,2
house-1269,2417,3,2
house-1270,1066,5,1
house-1271,1232,2,1
house-1272,1108,4,1
house-1273,2169,3,1
house-1274,1110,4,2
house-1275,1227,3,2
house-1276,1110,3,2
house-1277,2493,2,1
house-1278,1033,5,1
house-1279,1622,3,1
house-1280,2799,4,1
house-1281,2959,3,3
house-1282,2392,5,2
house-1283,1747,4,2
house-1284,1594,3,3
house-1285,2577,3,2
house-1286,1424,2,1
house-1287,1612,5,2
house-1288,2541,3,1
house-1289,1691,5,1
house-1290,2305,3,1
house-1291,2343,4,3
house-1292,2761,5,2
house-1293,2466,4,1
house-1294,2975,5,2
house-1295,1314,4,3
house-1296,1876,3,2
house-1297,2989,4,2
house-1298,2764,4,2
house-1299,2400,3,2
house-1300,2312,5,3
house-1301,2460,4,2
house-1302,1661,2,1
house-1303,1276,2,3
house-1304,2733,4,2
house-1305,2605,4,2
house-1306,2526,4,1
house-1307,1623,5,3
house-1308,1515,3,3
house-1309,2373,2,1
house-1310,1842,2,2
house-1311,2469,5,2
house-1312,2853,4,3
house-1313,1349,4,3
house-1314,2630,3,2
house-1315,2687,3,1
house-1316,1822,2,1
house-1317,2160,3,2
house-1318,1758,2,1
house-1319,1898,5,3
house-1320,1242,4,2
house-1321,1542,4,1
house-1322,2063,2,1
house-1323,1228,4,3
house-1324,1547,5,3
house-1325,1919,3,2
house-1326,2246,5,3
house-1327,1005,4,3
house-1328,2345,5,2
house-1329,1467,4,1
house-1330,2755,2,3
house-1331,1074,3,2
house-1332,1003,3,3
house-1333,2870,4,3
house-1334,1645,4,1
house-1335,1117,3,3
house-1336,1880,5,3
house-1337,2629,5,3
house-1338,1503,5,1
house-1339,1946,3,3
house-1340,1573,2,2
house-1341,2464,4,2
house-1342,1193,4,1
house-1343,1846,3,1
house-1344,1714,2,1
house-1345,2415,3,3
house-1346,2049,5,1
house-1347,2458,5,2
house-1348,1172,4,2
house-1349,2323,4,3
house-1350,2668,4,3
house-1351,1325,4,3
house-1352,2433,5,3
house-1353,2141,5,2
house-1354,1835,2,2
house-1355,2810,4,1
house-1356,1723,3,3
house-1357,1224,2,2
house-1358,1531,2,2
house-1359,1112,5,1
house-1360,1139,4,2
house-1361,1558,2,2
house-1362,1000,4,3
house-1363,1089,5,1
house-1364,1653,2,3
house-1365,1319,2,3
house-1366,2573,3,1
house-1367,2828,5,1
house-1368,2917,3,3
house-1369,1138,5,3
house-1370,2534,3,3
house-1371,2891,5,3
house-1372,1844,5,1
house-1373,1258,2,2
house-1374,2696,3,1
house-1375,1901,3,2
house-1376,1689,3,1
house-1377,1009,2,3
house-1378,1260,4,2
house-1379,2942,5,1
house-1380,2673,3,1
house-1381,1171,5,1
house-1382,1897,2,3
house-1383,1012,5,1
house-1384,2191,2,1
house-1385,2665,4,3
house-1386,2619,3,2
house-1387,1320,2,2
house-1388,2342,5,3
house-1389,2636,2,2
house-1390,1328,2,1
house-1391,1784,4,1
house-1392,1776,3,2
house-1393,2994,2,2
house-1394,1910,2,2
house-1395,2943,5,3
house-1396,2573,2,2
house-1397,2442,2,3
house-1398,2629,3,2
house-1399,2118,3,3
house-1400,2840,5,3
house-1401,2604,2,1
house-1402,1317,2,2
house-1403,2979,2,1
house-1404,1235,4,1
house-1405,2969,4,3
house-1406,1333,5,3
house-1407,2908,4,3
house-1408,1375,5,3
house-1409,2482,2,1
house-1410,2160,4,3
house-1411,2953,3,1
house-1412,1587,4,1
house-1413,2570,2,2
house-1414,1512,3,2
house-1415,2319,5,3
house-1416,2343,2,1
house-1417,1917,3,1
house-1418,2595,4,1
house-1419,2855,5,2
house-1420,2372,4,1
house-1421,2863,3,1
house-1422,2802,3,1
house-1423,1872,2,2
house-1424,2252,5,3
house-1425,1269,5,3
house-1426,2851,3,3
house-1427,1797,2,2
house-1428,2314,3,2
house-1429,1724,3,3
house-1430,2188,5,3
house-1431,1004,4,2
house-1432,1850,4,3
house-1433,2402,5,1
house-1434,1077,2,2
house-1435,2433,5,3
house-1436,1573,2,3
house-1437,1131,5,2
house-1438,1600,2,2
house-1439,2772,3,1
house-1440,2065,3,2
house-1441,1088,2,2
house-1442,1401,5,1
house-1443,1295,3,3
house-1444,2863,5,2
house-1445,2318,4,3
house-1446,1615,3,1
house-1447,2549,5,2
house-1448,1799,5,1
house-1449,2714,4,3
house-1450,2660,5,1
house-1451,1421,2,2
house-1452,2888,3,2
house-1453,2046,2,3
house-1454,1574,4,3
house-1455,1142,2,3
house-1456,1992,5,3
house-1457,1664,4,2
house-1458,1144,4,2
house-1459,2248,2,2
house-1460,2006,4,1
house-1461,1502,2,1
house-1462,2985,2,3
house-1463,2997,2,3
house-1464,1820,4,3
house-1465,2639,4,2
house-1466,1103,3,1
house-1467,2970,2,3
house-1468,2062,2,3
house-1469,2970,2,2
house-1470,1197,2,1
house-1471,2669,2,3
house-1472,1578,2,3
house-1473,1390,2,3
house-1474,2202,3,3
house-1475,2991,3,1
house-1476,1553,5,1
house-1477,2471,2,3
house-1478,2523,2,2
house-1479,2038,3,3
house-1480,2646,3,2
house-1481,2692,2,3
house-1482,2312,2,3
house-1483,1477,3,2
house-1484,2254,3,3
house-1485,1922,5,1
house-1486,1419,5,2
house-1487,1156,2,1
house-1488,1549,3,2
house-1489,2464,5,1
house-1490,2120,2,3
house-1491,2020,5,3
house-1492,1996,5,2
house-1493,2434,5,1
house-1494,1950,4,3
house-1495,1288,2,1
house-1496,2277,5,1
house-1497,1195,2,2
house-1498,1597,2,3
house-1499,2857,3,2
house-1500,2545,2,2
house-1501,1516,5,3
house-1502,2658,2,1
house-1503,2865,3,2
house-1504,1864,4,3
house-1505,2141,4,1
house-1506,1805,3,1
house-1507,2932,5,1
house-1508,2182,5,2
house-1509,1814,5,2
house-1510,1227,2,3
house-1511,2900,4,1
house-1512,1215,5,1
house-1513,1947,4,3
house-1514,2719,3,1
house-1515,1014,4,1
house-1516,2180,5,3
house-1517,2671,4,3
house-1518,2284,3,2
house-1519,2180,4,2
house-1520,1046,2,2
house-1521,1323,3,3
house-1522,1843,2,2
house-1523,2708,2,1
house-1524,1129,5,2
house-1525,2434,5,2
house-1526,1094,3,2
house-1527,1626,5,3
house-1528,1754,4,1
house-1529,2955,3,3
house-1530,2315,5,1
house-1531,1793,5,2
house-1532,2834,4,2
house-1533,2306,2,1
house-1534,1068,4,3
house-1535,2683,2,3
house-1536,1010,5,2
house-1537,2277,2,1
house-1538,2865,2,1
house-1539,1871,5,1
house-1540,1549,3,1
house-1541,2157,4,2
house-1542,1711,5,3
house-1543,1022,4,2
house-1544,1814,4,1
house-1545,1345,2,3
house-1546,1301,5,2
house-1547,1362,3,1
house-1548,1395,4,2
house-1549,1217,4,1
house-1550,1140,3,2
house-1551,2639,4,2
house-1552,1957,5,2
house-1553,2233,3,1
house-1554,1984,5,3
house-1555,1992,3,3
house-1556,2646,4,1
house-1557,2639,3,3
house-1558,1827,5,3
house-1559,1682,3,2
house-1560,2483,4,2
house-1561,2003,2,1
house-1562,1355,4,1
house-1563,2007,4,2
house-1564,2347,2,1
house-1565,2156,3,1
house-1566,1887,4,3
house-1567,2828,2,1
house-1568,2863,5,1
house-1569,1126,2,2
house-1570,2129,4,1
house-1571,2008,5,2
house-1572,1603,4,1
house-1573,2822,2,3
house-1574,2401,5,2
house-1575,2928,4,1
house-1576,2013,2,1
house-1577,1050,5,3
house-1578,2052,4,1
house-1579,2485,2,3
house-1580,2319,4,2
house-1581,2320,4,2
house-1582,2749,4,1
house-1583,1778,3,2
house-1584,2430,4,3
house-1585,2792,5,3
house-1586,1813,2,1
house-1587,2636,2,3
house-1588,2428,3,3
house-1589,2369,3,3
house-1590,2645,3,1
house-1591,1419,4,2
house-1592,2205,4,3
house-1593,1982,5,2
house-1594,1824,2,2
house-1595,2024,2,1
house-1596,2854,4,1
house-1597,2973,2,2
house-1598,1566,4,1
house-1599,1370,3,2
house-1600,1935,4,3
house-1601,2934,5,2
house-1602,1660,4,2
house-1603,2454,4,3
house-1604,1968,2,1
house-1605,2332,4,2
house-1606,2160,5,1
house-1607,1201,4,3
house-1608,2459,4,2
house-1609,1312,3,2
house-1610,1116,4,2
house-1611,2689,4,2
house-1612,1936,4,1
house-1613,2826,5,1
house-1614,1574,2,3
house-1615,1243,3,1
house-1616,1536,3,2
house-1617,2625,4,3
house-1618,1074,4,2
house-1619,2829,2,2
house-1620,1385,4,3
house-1621,2926,5,2
house-1622,2233,2,2
house-1623,1474,4,3
house-1624,1417,2,1
house-1625,1346,3,3
house-1626,2552,4,3
house-1627,1639,2,3
house-1628,1938,2,1
house-1629,1954,4,3
house-1630,1875,2,1
house-1631,1762,4,2
house-1632,2202,4,3
house-1633,2205,5,2
house-1634,1663,5,2
house-1635,1024,2,1
house-1636,2990,2,2
house-1637,2203,2,2
house-1638,1709,3,3
house-1639,2524,4,2
house-1640,2879,4,3
house-1641,2184,3,2
house-1642,1176,3,1
house-1643,1284,2,2
house-1644,1062,4,1
house-1645,2002,5,3
house-1646,1661,5,3
house-1647,1665,3,2
house-1648,1155,3,2
house-1649,2905,4,3
house-1650,2492,4,3
house-1651,2072,5,3
house-1652,1966,4,1
house-1653,1848,2,2
house-1654,2107,3,3
house-1655,2384,5,3
house-1656,1688,5,2
house-1657,1147,2,2
house-1658,2653,4,1
house-1659,1341,4,3
house-1660,1475,3,2
house-1661,2086,2,1
house-1662,2724,5,3
house-1663,2383,2,1
house-1664,1560,5,2
house-1665,1326,2,1
house-1666,2792,4,3
house-1667,2759,5,2
house-1668,2164,3,3
house-1669,1989,2,1
house-1670,1214,4,1
house-1671,1434,5,1
house-1672,2914,4,2
house-1673,1951,2,1
house-1674,1722,3,2
house-1675,2341,3,1
house-1676,1031,2,1
house-1677,1669,5,2
house-1678,1284,4,2
house-1679,2328,4,2
house-1680,1428,5,3
house-1681,2500,2,1
house-1682,1285,4,3
house-1683,2167,4,1
house-1684,2447,2,1
house-1685,2042,4,1
house-1686,1017,5,1
house-1687,1768,5,3
house-1688,1589,2,1
house-1689,2394,2,3
house-1690,2198,5,2
house-1691,2009,2,3
house-1692,1193,5,1
house-1693,1501,5,3
house-1694,1987,5,3
house-1695,2136,4,2
house-1696,1113,2,2
house-1697,2245,4,2
house-1698,2701,2,1
house-1699,1946,3,3
house-1700,1830,4,3
house-1701,2667,4,2
house-1702,2920,4,1
house-1703,2287,3,1
house-1704,1924,2,1
house-1705,1054,3,2
house-1706,2894,2,1
house-1707,2666,2,1
house-1708,1799,2,1
house-1709,1777,2,2
house-1710,2481,2,2
house-1711,2901,3,3
house-1712,1161,4,3
house-1713,2403,3,3
house-1714,1086,4,2
house-1715,1054,4,3
house-1716,2499,5,1
house-1717,2823,4,2
house-1718,2201,3,2
house-1719,2414,5,3
house-1720,2372,2,1
house-1721,2031,2,1
house-1722,1832,4,2
house-1723,1312,2,2
house-1724,1758,2,3
house-1725,2858,5,1
house-1726,1442,3,2
house-1727,2790,2,1
house-1728,1327,2,2
house-1729,2077,3,3
house-1730,1760,5,2
house-1731,2262,5,2
house-1732,2252,2,2
house-1733,1578,4,3
house-1734,2074,3,3
house-1735,2632,5,3
house-1736,2627,2,2
house-1737,2006,5,2
house-1738,2287,2,1
house-1739,2441,3,3
house-1740,2826,4,3
house-1741,1095,3,2
house-1742,2111,5,3
house-1743,2101,5,1
house-1744,2311,5,3
house-1745,2143,4,3
house-1746,1813,3,3
house-1747,1490,2,1
house-1748,2935,3,1
house-1749,1451,3,3
house-1750,2523,4,1
house-1751,1164,3,2
house-1752,1181,5,3
house-1753,1468,4,1
house-1754,1909,5,1
house-1755,1734,5,1
house-1756,1822,3,2
house-1757,1943,2,1
house-1758,1006,3,2
house-1759,1329,2,2
house-1760,1774,4,1
house-1761,2696,4,2
house-1762,1150,4,1
house-1763,2108,5,1
house-1764,1146,5,1
house-1765,2647,4,3
house-1766,2404,3,2
house-1767,1914,5,2
house-1768,2571,5,1
house-1769,2308,3,2
house-1770,1699,5,1
house-1771,1081,3,2
house-1772,1513,2,2
house-1773,2920,3,1
house-1774,1814,2,1
house-1775,1708,5,1
house-1776,2939,2,2
house-1777,2546,3,3
house-1778,1745,2,3
house-1779,2022,4,2
house-1780,2409,3,2
house-1781,1706,3,1
house-1782,1470,2,1
house-1783,2142,5,1
house-1784,1395,5,2
house-1785,2555,3,1
house-1786,1260,3,1
house-1787,1804,2,2
house-1788,1933,3,3
house-1789,2279,3,1
house-1790,2757,5,3
house-1791,1904,3,1
house-1792,2249,2,1
house-1793,2076,3,1
house-1794,1939,3,2
house-1795,2890,3,2
house-1796,2523,4,1
house-1797,2529,3,1
house-1798,1853,2,2
house-1799,2387,5,2
house-1800,2303,5,3
house-1801,1592,4,2
house-1802,1713,2,1
house-1803,2181,5,2
house-1804,1631,5,3
house-1805,1058,3,3
house-1806,2750,3,1
house-1807,1127,3,2
house-1808,1735,4,3
house-1809,1720,3,3
house-1810,2905,2,3
house-1811,2138,4,1
house-1812,2232,5,3
house-1813,1525,5,2
house-1814,1520,2,1
house-1815,1551,2,2
house-1816,2985,5,2
house-1817,1236,2,3
house-1818,2304,2,1
house-1819,2382,2,1
house-1820,2224,3,2
house-1821,2781,5,1
house-1822,2301,2,1
house-1823,2258,2,1
house-1824,1493,3,1
house-1825,1003,5,3
house-1826,1665,4,2
house-1827,1441,5,2
house-1828,1028,5,1
house-1829,2132,5,1
house-1830,1609,3,2
house-1831,2750,5,2
house-1832,1804,4,3
house-1833,1074,2,1
house-1834,1837,5,2
house-1835,2169,3,3
house-1836,1127,5,3
house-1837,2876,5,1
house-1838,1041,4,3
house-1839,2379,4,3
house-1840,1040,3,3
house-1841,1933,3,3
house-1842,1033,3,3
house-1843,2040,3,1
house-1844,2700,3,1
house-1845,2176,2,1
house-1846,1997,2,1
house-1847,2401,3,2
house-1848,1587,3,1
house-1849,2622,2,1
house-1850,2652,4,1
house-1851,2897,2,3
house-1852,1341,3,3
house-1853,1026,4,3
house-1854,2848,3,1
house-1855,2310,5,2
house-1856,1645,4,2
house-1857,1730,3,1
house-1858,1167,2,2
house-1859,1609,3,2
house-1860,1267,2,1
house-1861,2772,4,3
house-1862,1820,2,2
house-1863,1454,4,3
house-1864,1905,3,1
house-1865,2708,2,3
house-1866,2424,4,2
house-1867,1921,4,3
house-1868,1980,4,3
house-1869,2499,5,3
house-1870,1701,4,1
house-1871,1633,3,1
house-1872,2581,3,1
house-1873,2599,3,1
house-1874,1129,4,3
house-1875,2019,3,2
house-1876,2845,4,3
house-1877,2386,4,3
house-1878,2728,4,3
house-1879,1818,5,2
house-1880,1692,2,2
house-1881,2315,3,2
house-1882,2394,5,3
house-1883,1793,3,1
house-1884,1028,5,1
house-1885,1148,2,3
house-1886,2802,2,1
house-1887,2319,2,1
house-1888,1010,2,3
house-1889,2535,4,3
house-1890,1675,3,1
house-1891,2136,3,3
house-1892,1186,3,1
house-1893,1806,4,2
house-1894,1743,3,2
house-1895,2250,2,3
house-1896,2333,3,1
house-1897,1097,3,2
house-1898,1054,5,3
house-1899,1622,4,2
house-1900,1663,2,2
house-1901,1757,2,3
house-1902,1405,2,2
house-1903,1068,3,3
house-1904,2335,2,3
house-1905,2312,2,2
house-1906,2785,5,2
house-1907,2571,3,1
house-1908,1750,5,2
house-1909,2171,4,1
house-1910,2490,3,3
house-1911,2762,5,2
house-1912,2267,4,2
house-1913,2514,5,3
house-1914,2872,4,2
house-1915,1957,2,1
house-1916,2530,2,2
house-1917,1364,3,1
house-1918,1481,5,2
house-1919,1200,5,2
house-1920,1153,4,3
house-1921,2473,3,1
house-1922,2524,2,3
house-1923,1072,5,3
house-1924,1712,4,3
house-1925,1295,2,1
house-1926,2040,2,3
house-1927,2664,2,1
house-1928,2240,4,1
house-1929,1060,4,2
house-1930,1938,2,1
house-1931,2639,4,1
house-1932,1041,2,2
house-1933,1024,2,3
house-1934,2062,2,2
house-1935,2826,4,2
house-1936,1130,3,2
house-1937,2521,3,1
house-1938,2252,4,2
house-1939,1107,5,1
house-1940,1171,4,1
house-1941,2458,5,1
house-1942,2501,2,1
house-1943,1101,5,3
house-1944,1865,2,1
house-1945,1523,3,1
house-1946,1274,2,2
house-1947,2636,5,2
house-1948,2067,3,1
house-1949,2978,3,3
house-1950,1816,4,3
house-1951,1956,5,2
house-1952,2040,5,3
house-1953,1329,4,2
house-1954,2592,4,3
house-1955,2846,3,3
house-1956,2520,4,3
house-1957,2838,3,2
house-1958,1011,5,2
house-1959,2341,4,1
house-1960,2615,5,1
house-1961,1215,3,3
house-1962,1338,2,3
house-1963,2799,2,3
house-1964,1660,5,2
house-1965,2104,3,3
house-1966,2750,3,1
house-1967,2508,2,3
house-1968,1373,3,1
house-1969,1975,3,3
house-1970,1709,5,3
house-1971,2223,2,3
house-1972,2560,3,1
house-1973,1465,5,1
house-1974,2112,4,2
house-1975,2291,2,1
house-1976,2678,5,3
house-1977,2594,4,1
house-1978,2945,3,3
house-1979,1488,3,3
house-1980,2900,4,1
house-1981,2561,5,2
house-1982,1046,3,1
house-1983,2311,3,1
house-1984,1777,5,3
house-1985,2039,5,1
house-1986,1710,4,2
house-1987,1400,3,3
house-1988,2942,5,1
house-1989,2817,2,2
house-1990,1980,4,3
house-1991,2109,4,2
house-1992,1249,4,2
house-1993,1390,4,3
house-1994,2805,2,1
house-1995,1334,4,2
house-1996,1628,4,3
house-1997,2542,5,1
house-1998,1136,3,2
house-1999,1882,4,3
house-2000,1687,5,2
house-2001,2863,5,1
house-2002,2521,3,1
house-2003,1826,5,1
house-2004,1726,5,3
house-2005,2500,4,1
house-2006,1593,4,1
house-2007,2246,5,3
house-2008,1989,2,1
house-2009,1371,3,1
house-2010,1934,5,1
house-2011,1994,5,3
house-2012,1401,2,1
house-2013,2466,3,2
house-2014,2513,5,3
house-2015,1614,5,2
house-2016,2296,4,3
house-2017,2549,5,3
house-2018,2182,2,3
house-2019,2175,5,2
house-2020,1994,3,1
house-2021,1619,3,1
house-2022,1187,2,1
house-2023,2836,5,1
house-2024,2121,5,3
house-2025,1130,5,3
house-2026,1804,5,2
house-2027,2194,5,1
house-2028,1935,3,3
house-2029,1985,4,1
house-2030,1182,3,1
house-2031,1982,4,2
house-2032,1363,3,3
house-2033,1038,2,1
house-2034,2550,5,2
house-2035,2911,4,2
house-2036,1496,3,1
house-2037,2539,4,1
house-2038,2372,5,2
house-2039,1981,2,2
house-2040,1920,5,1
house-2041,2420,3,1
house-2042,1721,3,2
house-2043,2184,4,3
house-2044,1015,2,2
house-2045,1492,2,2
house-2046,2449,3,3
house-2047,2131,4,1
house-2048,1893,5,2
house-2049,2473,5,1
house-2050,1310,3,3
house-2051,1738,3,2
house-2052,2193,5,1
house-2053,1545,5,1
house-2054,1413,5,1
house-2055,1250,4,1
house-2056,1758,2,1
house-2057,2804,3,1
house-2058,2164,3,2
house-2059,2297,4,2
house-2060,2439,5,3
house-2061,2631,4,1
house-2062,2762,5,3
house-2063,2914,3,2
house-2064,2062,2,3
house-2065,1813,4,2
house-2066,1028,5,2
house-2067,1957,3,3
house-2068,1476,2,2
house-2069,1317,4,2
house-2070,1244,4,3
house-2071,1747,3,3
house-2072,1696,4,1
house-2073,1271,3,3
house-2074,2463,4,2
house-2075,2771,2,1
house-2076,2262,2,2
house-2077,1376,4,3
house-2078,1265,3,2
house-2079,1925,5,3
house-2080,1920,4,3
house-2081,2382,5,3
house-2082,1339,3,1
house-2083,1388,5,3
house-2084,1576,4,2
house-2085,2712,2,1
house-2086,1002,3,1
house-2087,2452,2,1
house-2088,2165,2,2
house-2089,1375,2,3
house-2090,2693,4,1
house-2091,1323,3,3
house-2092,1145,5,3
house-2093,2981,2,2
house-2094,1292,5,1
house-2095,2688,3,2
house-2096,1431,3,1
house-2097,1704,5,1
house-2098,1948,5,3
house-2099,2998,2,3
house-2100,1584,5,1
house-2101,1398,5,1
house-2102,1816,4,3
house-2103,2912,2,1
house-2104,2367,2,1
house-2105,1963,3,1
house-2106,2163,5,2
house-2107,1186,4,1
house-2108,2828,3,1
house-2109,1060,4,3
house-2110,1938,2,3
house-2111,2403,5,2
house-2112,1709,4,3
house-2113,1806,3,1
house-2114,2463,2,2
house-2115,2342,4,1
house-2116,2325,4,1
house-2117,2367,3,1
house-2118,1010,4,2
house-2119,2085,2,3
house-2120,2868,4,3
house-2121,1225,5,3
house-2122,2176,5,1
house-2123,2734,3,2
house-2124,1563,5,3
house-2125,1771,5,2
house-2126,2594,4,2
house-2127,2607,2,1
house-2128,2683,2,2
house-2129,2884,4,3
house-2130,2598,5,3
house-2131,2333,4,2
house-2132,1884,5,2
house-2133,2266,5,2
house-2134,2516,5,2
house-2135,2389,2,3
house-2136,2353,3,3
house-2137,2130,2,1
house-2138,1225,5,2
house-2139,1824,4,3
house-2140,1217,4,2
house-2141,1936,5,3
house-2142,1752,3,1
house-2143,1505,2,3
house-2144,1258,2,3
house-2145,2911,5,1
house-2146,2797,5,2
house-2147,2540,3,3
house-2148,2796,2,1
house-2149,1053,3,1
house-2150,2070,2,1
house-2151,1726,3,3
house-2152,1688,3,2
house-2153,2544,3,3
house-2154,2122,4,3
house-2155,2043,4,3
house-2156,2913,4,1
house-2157,2776,2,2
house-2158,2596,3,3
house-2159,2914,5,2
house-2160,2513,5,3
house-2161,1418,2,2
house-2162,1689,2,1
house-2163,1849,5,2
house-2164,1061,3,1
house-2165,2168,4,1
house-2166,1215,2,2
house-2167,1002,2,3
house-2168,1159,2,3
house-2169,2762,5,3
house-2170,1780,4,3
house-2171,2143,3,2
house-2172,1892,3,3
house-2173,2112,5,3
house-2174,1328,2,1
house-2175,1579,5,2
house-2176,2933,5,1
house-2177,2380,3,1
house-2178,2633,4,3
house-2179,2290,3,3
house-2180,2640,5,2
house-2181,1951,5,1
house-2182,2346,2,3
house-2183,1634,2,1
house-2184,1987,5,3
house-2185,2564,3,3
house-2186,2672,2,3
house-2187,2218,4,3
house-2188,1920,4,2
house-2189,1737,5,1
house-2190,2355,4,1
house-2191,1169,4,2
house-2192,1520,2,2
house-2193,2486,2,2
house-2194,1039,3,3
house-2195,2560,2,3
house-2196,2284,3,1
house-2197,2418,2,2
house-2198,1954,5,1
house-2199,2249,3,2
house-2200,1983,5,1
house-2201,2147,3,2
house-2202,1974,4,2
house-2203,1037,3,3
house-2204,1327,3,1
house-2205,2274,3,3
house-2206,2924,3,3
house-2207,2199,3,1
house-2208,2625,4,3
house-2209,1913,3,2
house-2210,1453,5,2
house-2211,1036,3,2
house-2212,2339,3,2
house-2213,2711,5,3
house-2214,1972,2,1
house-2215,1795,2,3
house-2216,2988,4,1
house-2217,1972,3,1
house-2218,1592,3,3
house-2219,2137,2,3
house-2220,2063,3,2
house-2221,2324,4,1
house-2222,1223,5,1
house-2223,1317,3,1
house-2224,1348,5,2
house-2225,1114,4,1
house-2226,1697,2,1
house-2227,2346,4,2
house-2228,2591,4,3
house-2229,2063,4,2
house-2230,2889,4,2
house-2231,1039,5,3
house-2232,2882,4,1
house-2233,2996,4,3
house-2234,2772,4,1
house-2235,2312,4,2
house-2236,2285,5,1
house-2237,1215,4,2
house-2238,2170,2,1
house-2239,1335,4,2
house-2240,2191,4,1
house-2241,1091,3,1
house-2242,1352,3,1
house-2243,1570,3,3
house-2244,2594,4,2
house-2245,1815,2,2
house-2246,2704,2,2
house-2247,1780,3,3
house-2248,1362,3,3
house-2249,1556,4,3
house-2250,2368,2,3
house-2251,2716,2,1
house-2252,2193,3,2
house-2253,1355,2,1
house-2254,1190,3,3
house-2255,2690,3,3
house-2256,1421,5,1
house-2257,1699,5,2
house-2258,1006,4,3
house-2259,1132,3,1
house-2260,2770,4,1
house-2261,1556,5,1
house-2262,1825,2,1
house-2263,1760,5,2
house-2264,2054,5,2
house-2265,1534,5,3
house-2266,1425,2,3
house-2267,2417,5,2
house-2268,1671,3,2
house-2269,1362,3,1
house-2270,2460,5,1
house-2271,2693,4,1
house-2272,2574,4,3
house-2273,2950,2,3
house-2274,1081,2,3
house-2275,1355,3,3
house-2276,2281,3,1
house-2277,2741,5,3
house-2278,1588,4,3
house-2279,2547,3,1
house-2280,1294,4,1
house-2281,2985,2,2
house-2282,2247,2,1
house-2283,2548,5,3
house-2284,2069,5,1
house-2285,2690,3,3
house-2286,2136,4,2
house-2287,2256,3,2
house-2288,1016,3,2
house-2289,1359,4,3
house-2290,2246,3,3
house-2291,1865,5,2
house-2292,1699,4,2
house-2293,1447,4,3
house-2294,1855,3,3
house-2295,1364,4,3
house-2296,1674,5,3
house-2297,2007,5,2
house-2298,2349,2,2
house-2299,1466,2,1
house-2300,1413,2,1
house-2301,2478,2,3
house-2302,1585,3,2
house-2303,2256,2,3
house-2304,2247,2,1
